base_property_id,census_year,name,business_address,number_of_patrons,latitude,longitude,clue_area
101119,2014,Levels Nightclub,"Level 1, 137-141 Bourke Street MELBOURNE 3000",400,-37.81279275577653,144.969167321,Melbourne (CBD)
103809,2017,Turf Club Hotel,1-3 Flemington Road NORTH MELBOURNE 3051,629,-37.801283117249994,144.95639469877318,North Melbourne
103810,2017,RMIT Village Melbourne,5-17 Flemington Road NORTH MELBOURNE 3051,356,-37.801435967312926,144.9558469108,North Melbourne
604125,2019,Alumbra,"Shed 9, Part  Harbour Esplanade DOCKLANDS 3008",690,-37.81648918185,144.9436688253851,Docklands
102158,2021,Indu & Mejico,86A Collins Street MELBOURNE VIC 3000,290,-37.81393676506883,144.97058439059998,Melbourne (CBD)
573333,2023,Beer De Luxe,"Tenancy 17 & 23, Lvls 1-2 Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",1000,-37.817777826050005,144.96994164279243,Melbourne (CBD)
105399,2023,Clique Bar,Level 1 26 King Street MELBOURNE VIC 3000,222,-37.81952905265,144.95746565053372,Melbourne (CBD)
103946,2023,Miranda Tequila Bar,"Unit 1, Basement 313-315 Flinders Lane MELBOURNE VIC 3000",100,-37.81763997994896,144.96385087395,Melbourne (CBD)
103938,2023,The Adelphi Hotel,Gnd-Lvl 7 187 Flinders Lane MELBOURNE VIC 3000,80,-37.81635841773196,144.9683751885,Melbourne (CBD)
103925,2023,Father's Office Downtown,"Unit 1, Gnd & Bmt 121 Flinders Lane MELBOURNE VIC 3000",350,-37.81567232104298,144.97051356175,Melbourne (CBD)
103926,2023,GoGo Bar,Basement 125 Flinders Lane MELBOURNE VIC 3000,300,-37.81568919693426,144.97039992735,Melbourne (CBD)
101789,2023,Lustre Bar,4A Centre Place MELBOURNE VIC 3000,85,-37.81660289619204,144.96559654045,Melbourne (CBD)
100730,2023,MELBOURNE SAVAGE CLUB,The Melbourne Savage Club 12-16 Bank Place MELBOURNE VIC 3000,90,-37.81654512525,144.9605773490057,Melbourne (CBD)
105937,2023,Marrakech Bar,LwrGround 25 Bank Place MELBOURNE VIC 3000,200,-37.816395712,144.96009729851846,Melbourne (CBD)
110148,2023,The Australian Club Inc,98-110 William Street MELBOURNE VIC 3000,280,-37.816746354550006,144.95912288463865,Melbourne (CBD)
102152,2023,The George on Collins,"Shop B1, Basement 162 Collins Street MELBOURNE VIC 3000",620,-37.814502920035494,144.96784765085,Melbourne (CBD)
101154,2023,Bourke Street Green,Courtyard Ground 501 Bourke Street MELBOURNE VIC 3000,100,-37.81588561749844,144.9595844372,Melbourne (CBD)
105960,2023,The Dove Club,Level 2 318-322 Little Collins Street MELBOURNE VIC 3000,380,-37.814886608596126,144.96400961705,Melbourne (CBD)
101133,2023,Lychee Entertainment,Level 1-2 215 Bourke Street MELBOURNE VIC 3000,150,-37.8132801326,144.9672985356574,Melbourne (CBD)
105306,2023,Showgirls Bar 20,193-195 King Street MELBOURNE VIC 3000,285,-37.8156958826,144.95508140553954,Melbourne (CBD)
592048,2023,La Di Da,188-200 King Street MELBOURNE VIC 3000,458,-37.81551358122934,144.9556241679,Melbourne (CBD)
105858,2023,Holey Moley Golf Club,590-592 Little Bourke Street MELBOURNE VIC 3000,700,-37.81533849869275,144.95469881445,Melbourne (CBD)
108547,2023,Exford Hotel,199-203 Russell Street MELBOURNE VIC 3000,300,-37.81179187755,144.96734080898327,Melbourne (CBD)
109390,2023,Goldilocks,Rooftop 264 Swanston Street MELBOURNE VIC 3000,60,-37.81181061845,144.96514740335823,Melbourne (CBD)
105677,2023,Golden Nugget,Ground 117 Lonsdale Street MELBOURNE VIC 3000,250,-37.81079279084446,144.9689026007,Melbourne (CBD)
108581,2023,Heartbreaker,234A Russell Street MELBOURNE VIC 3000,166,-37.8109824535,144.96764384655324,Melbourne (CBD)
105749,2023,Strike Bowling,245-247 Little Lonsdale Street MELBOURNE VIC 3000,370,-37.81067861705,144.965725053002,Melbourne (CBD)
105746,2023,Strike Bowling Melbourne Central / Strike Escape Rooms Melbourne Central,"Shop 305, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",760,-37.8109017475,144.96283887063584,Melbourne (CBD)
109302,2023,Bornga,Level 1 258 Lonsdale Street MELBOURNE VIC 3000,40,-37.81143183285,144.9643588506305,Melbourne (CBD)
109304,2023,Dom's,Level 1- 2 & Rooftop 301 Swanston Street MELBOURNE VIC 3000,250,-37.8110777883,144.96419264487724,Melbourne (CBD)
108567,2023,Jankara Karaoke,Ground 300 Russell Street MELBOURNE VIC 3000,80,-37.80951656,144.96690504910487,Melbourne (CBD)
103301,2023,Kicks,446 Elizabeth Street MELBOURNE VIC 3000,365,-37.8083080579,144.96085872234173,Melbourne (CBD)
108118,2023,Meet Sando,507 Elizabeth Street MELBOURNE VIC 3000,20,-37.807832574221266,144.9576272223,Melbourne (CBD)
106245,2023,El Giza Bar & Lounge,152-154 Lygon Street CARLTON VIC 3053,123,-37.80359331565,144.96674436844162,Carlton
102352,2023,Albion Hotel,171-173 Curzon Street NORTH MELBOURNE VIC 3051,100,-37.7988987402,144.94855064566946,North Melbourne
107481,2023,The Drunken Poet,Ground 65 Peel Street WEST MELBOURNE VIC 3003,50,-37.8066676736,144.9554972915016,West Melbourne (Residential)
110399,2023,The Cloakroom Bar,Level 46 105 Clarendon Street SOUTHBANK VIC 3006,50,-37.8271311269,144.9582569877917,Southbank
559161,2023,Belgian Beer Cafe Melbourne,5 Riverside Quay SOUTHBANK VIC 3006,638,-37.82168057084684,144.9645386201,Southbank
110477,2023,Lumia Bar,"Shop 73, Ground 8 Whiteman Street SOUTHBANK VIC 3006",140,-37.8231615915,144.95833415319856,Southbank
102117,2007,Menzies Tavern,"Part Level 1, 525 Collins Street MELBOURNE 3000",200,-37.81756404569752,144.9574852972072,Melbourne (CBD)
103818,2008,Redback Brewery Hotel,75 Flemington Road NORTH MELBOURNE 3051,650,-37.798950608050006,144.9533476439841,North Melbourne
110349,2022,Testing Ground,1-23 City Road SOUTHBANK VIC 3006,500,-37.8213758077,144.96752308838842,Southbank
108973,2022,Network Public Bar & Pizzeria,"Shop 4-5, Ground 99 Spencer Street DOCKLANDS VIC 3008",325,-37.818411730415505,144.9522268972,Docklands
105394,2023,KSR Art Bar,Level 1 62-66 King Street MELBOURNE VIC 3000,240,-37.81874468575,144.95714694640196,Melbourne (CBD)
103626,2023,European Bier Cafe,114-122 Exhibition Street MELBOURNE VIC 3000,735,-37.81286229010783,144.9711969512,Melbourne (CBD)
104659,2023,Charlie's Bar,Basement 67 Hardware Lane MELBOURNE VIC 3000,143,-37.8132346375,144.96090810025532,Melbourne (CBD)
105870,2023,Kirk's Public Bar,382 Little Bourke Street MELBOURNE VIC 3000,98,-37.8135435217,144.96132807458443,Melbourne (CBD)
635138,2023,Union Electric Bar & Rooftop Gin Garden,13 Heffernan Lane MELBOURNE VIC 3000,100,-37.8118017467,144.9665916738665,Melbourne (CBD)
108580,2023,HATS AND TATTS CITY,Level 1 246 Russell Street MELBOURNE VIC 3000,197,-37.81047428985,144.9673253507496,Melbourne (CBD)
105747,2023,SEAFOOD MINGLE,Level 1 272-282 Lonsdale Street MELBOURNE VIC 3000,50,-37.81152916515,144.96399639656,Melbourne (CBD)
105748,2023,Music Room,Level 1 270 Lonsdale Street MELBOURNE VIC 3000,70,-37.81148566819091,144.96414510925,Melbourne (CBD)
103102,2023,Ballers Clubhouse,171-175 Elgin Street CARLTON VIC 3053,200,-37.79750606065,144.96870745552718,Carlton
108235,2023,Bar Bellamy,164 Rathdowne Street CARLTON VIC 3053,47,-37.7954766408,144.97113272902246,Carlton
108856,2023,Hotel Spencer Bar & Grill,Ground 475 Spencer Street WEST MELBOURNE VIC 3003,150,-37.80956895705,144.94925101372155,West Melbourne (Residential)
111071,2010,The Press Club Restuarant & Bar Pty Ltd,68-74 Flinders Street MELBOURNE 3000,90,-37.81546171375,144.97272087713685,Melbourne (CBD)
104018,2011,Purple Emerald,"Ground , 191 Flinders Street MELBOURNE 3000",100,-37.81660267105,144.96856313955965,Melbourne (CBD)
101202,2017,Rainbow Karaoke,"Part Level 2, 206 Bourke Street MELBOURNE 3000",400,-37.81267380947152,144.96687115185,Melbourne (CBD)
103914,2019,White Lane by Food & Desire,"Level 2, 31 Flinders Lane MELBOURNE 3000",250,-37.81489767993339,144.97329295039998,Melbourne (CBD)
101216,2019,The Croft Institute,21-25 Croft Alley MELBOURNE 3000,250,-37.81206333412739,144.9690874996,Melbourne (CBD)
102596,2019,Sister Bella,9 Drewery Place MELBOURNE 3000,80,-37.81135526921891,144.96381670235,Melbourne (CBD)
110862,2019,Metropolitan Hotel,42 Courtney Street NORTH MELBOURNE 3051,100,-37.80143001585,144.95409885643846,North Melbourne
110473,2019,The Backlot Studios,65-71 Haig Street SOUTHBANK VIC 3006,78,-37.827885359350006,144.956556491421,Southbank
604125,2019,Mama Rumaan,"Shed 9, Part  Harbour Esplanade DOCKLANDS 3008",60,-37.81648918185,144.9436688253851,Docklands
101236,2021,Angel Music Bar,12 Bourke Street MELBOURNE VIC 3000,125,-37.81124810433032,144.97250851245002,Melbourne (CBD)
573333,2023,Transport Hotel,"Tenancy 29, Ground 2 Swanston Street MELBOURNE VIC 3000",500,-37.817777826050005,144.96994164279243,Melbourne (CBD)
573333,2023,Transit Rooftop Bar,"Tenancy 29, Level 2 2 Swanston Street MELBOURNE VIC 3000",200,-37.817777826050005,144.96994164279243,Melbourne (CBD)
105294,2023,State Of Grace,"Basement , Ground & Rooftop 27 King Street MELBOURNE VIC 3000",245,-37.81975555235,144.95694857715296,Melbourne (CBD)
104020,2023,Forum Theatre Bar,Part Ground 150-162 Flinders Street MELBOURNE VIC 3000,1500,-37.81648558712138,144.9693864777,Melbourne (CBD)
105948,2023,Saint & Rogue,582-584 Little Collins Street MELBOURNE VIC 3000,300,-37.81741895875304,144.9553519104,Melbourne (CBD)
105392,2023,The King Hotel,Part Ground 120 King Street MELBOURNE VIC 3000,500,-37.81703244725573,144.95640730085,Melbourne (CBD)
101113,2023,Tokyo Hustle,Level 2 59-63 Bourke Street MELBOURNE VIC 3000,150,-37.81212342700134,144.9715655659,Melbourne (CBD)
503031,2023,Loop Project Space & Bar,Ground 19-23 Meyers Place MELBOURNE VIC 3000,152,-37.812152294499995,144.97210850771285,Melbourne (CBD)
105700,2023,Whitehart,Rear 359 Lonsdale Street MELBOURNE VIC 3000,200,-37.81275160036885,144.96187567925,Melbourne (CBD)
109292,2023,Dodee Bbq,Level 1 243-249 Swanston Street MELBOURNE VIC 3000,300,-37.8123009589,144.9647362546334,Melbourne (CBD)
109392,2023,Rooftop Bar,"Unit S15, Level 7 252 Swanston Street MELBOURNE VIC 3000",200,-37.81199286335,144.965271426409,Melbourne (CBD)
103207,2023,The Meeting Place,"Gnd, Bmt & Level 2 315-321 Elizabeth Street MELBOURNE VIC 3000",250,-37.81122099959329,144.9614594138,Melbourne (CBD)
104086,2023,Patsys Melbourne,211-213 Franklin Street MELBOURNE VIC 3000,56,-37.80968258858312,144.9578403302,Melbourne (CBD)
108202,2023,Capitano,Ground 421 Rathdowne Street CARLTON VIC 3053,100,-37.7965204303913,144.97042686285,Carlton
109842,2023,Central Club Hotel,240-248 Victoria Street NORTH MELBOURNE VIC 3051,150,-37.80591122515,144.9581226029875,North Melbourne
109843,2023,The Last Chance Rock & Roll Bar,238 Victoria Street MELBOURNE VIC 3000,180,-37.80593323695,144.95858732700793,North Melbourne
598987,2023,Ponyfish Island,Kiosk Evan Walker Bridge SOUTHBANK VIC 3006,150,-37.81983184253183,144.96506466805,Southbank
110477,2023,The Pub at Crown,Part Casino 8 Whiteman Street SOUTHBANK VIC 3006,650,-37.8231615915,144.95833415319856,Southbank
102143,2003,Australia On Collins Bar,"Shop 121, Basement , 260 Collins Street MELBOURNE 3000",11,-37.81541503501324,144.96491857864146,Melbourne (CBD)
104662,2017,Nieuw Amsterdam,"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,-37.8121363622,144.96068072411532,Melbourne (CBD)
103272,2013,City Mic Bar Karaoke,642-644 Elizabeth Street MELBOURNE 3000,70,-37.80328698225,144.95861439894244,Carlton
106019,2021,Floyd's Bar,Restaurant Level 2 399 Little Lonsdale Street MELBOURNE VIC 3000,786,-37.81204551781832,144.96013610345,Melbourne (CBD)
110655,2023,Riverland Bar,"Vault 1-12 & 13A-13B, 1-13B Princes Walk MELBOURNE VIC 3000",300,-37.81867874765,144.96865384918814,Melbourne (CBD)
105401,2023,Tramp Bar,Basement 20 King Street MELBOURNE VIC 3000,260,-37.8197759733,144.9577137804946,Melbourne (CBD)
103954,2023,Yarra Falls,"Shop 3, 387 Flinders Lane MELBOURNE VIC 3000",33,-37.81825089919776,144.9613890915,Melbourne (CBD)
103950,2023,Bartronica,Basement 335 Flinders Lane MELBOURNE VIC 3000,200,-37.81784716661798,144.96322586075,Melbourne (CBD)
104003,2023,Candela Nuevo,Suite 1201 & Part Rooftop 2 Queen Street MELBOURNE VIC 3000,300,-37.8185876429,144.96271041415488,Melbourne (CBD)
103592,2023,The Fair Trader Cafe,Part Ground 11 Exhibition Street MELBOURNE VIC 3000,118,-37.815461267220016,144.9717264012,Melbourne (CBD)
106436,2023,Oak and Vine,"Unit 1R-2R, Ground 60 Market Street MELBOURNE VIC 3000",370,-37.817777314249994,144.9608187218783,Melbourne (CBD)
105936,2023,Dikstein's Corner Bar,433 Little Collins Street MELBOURNE VIC 3000,145,-37.816313871331374,144.96034180549998,Melbourne (CBD)
108065,2023,GG EZ Bar,Basement 95 Queen Street MELBOURNE VIC 3000,167,-37.8163780027,144.96097442470295,Melbourne (CBD)
105929,2023,Maniax Axe Throwing Melbourne CBD,Gnd & Bmt 121 Elizabeth Street MELBOURNE VIC 3000,300,-37.815577516659154,144.96330054055,Melbourne (CBD)
105919,2023,Fika Island,Part Ground & Level 1-2 267 Little Collins Street MELBOURNE VIC 3000,190,-37.814831977068074,144.9656017104,Melbourne (CBD)
109392,2023,Cookie,"Unit S2, Level 1 252 Swanston Street MELBOURNE VIC 3000",300,-37.81199286335,144.965271426409,Melbourne (CBD)
109436,2023,Section 8 Bar,27-29 Tattersalls Lane MELBOURNE VIC 3000,100,-37.8117616219,144.96538955066575,Melbourne (CBD)
105723,2023,Hwayo,19 Healeys Lane MELBOURNE VIC 3000,59,-37.81374534650281,144.95558460935,Melbourne (CBD)
109318,2023,The Oxford Scholar Hotel,Oxford Scholar Hotel 427 Swanston Street MELBOURNE VIC 3000,600,-37.808263981964075,144.9626891397,Melbourne (CBD)
105636,2023,The Leveson,The Leveson 46-50 Leveson Street NORTH MELBOURNE VIC 3051,400,-37.803700183450005,144.95145909472402,North Melbourne
640947,2023,Kingpin Crown,"Shop 120, Gnd & Mezz 27 Whiteman Street SOUTHBANK VIC 3006",347,-37.82540402895,144.95844221541506,Southbank
108845,2023,Gaylord Indian Restaurant,Restaurant 33 Spencer Street DOCKLANDS VIC 3008,199,-37.82017729951458,144.95420016165,Docklands
573400,2023,Peppers Docklands Hotel,681 La Trobe Street DOCKLANDS VIC 3008,25,-37.8148999005,144.94749263943112,Docklands
560004,2023,Karizma,28 Newquay Promenade DOCKLANDS VIC 3008,321,-37.81436129585,144.94217044997197,Docklands
575820,2012,Blvd Bar,"Shop 7, 3-9 Freshwater Place SOUTHBANK 3006",562,-37.82171509275,144.96218258375137,Southbank
108965,2016,The Savoy Tavern,677 Spencer Street MELBOURNE 3000,594,-37.817391041984095,144.9537615134419,Melbourne (CBD)
103951,2017,Bull And Bear Tavern,347 Flinders Lane MELBOURNE 3000,415,-37.81782339018272,144.96303102085,Melbourne (CBD)
103923,2023,Bar Bambi,Basement 103 Flinders Lane MELBOURNE VIC 3000,200,-37.81556721749156,144.97096432815,Melbourne (CBD)
574438,2023,Eau-de-Vie,Rear 88 Flinders Street MELBOURNE VIC 3000,150,-37.815948369203376,144.97168700995002,Melbourne (CBD)
103174,2023,Fiftyfive,Basement 55 Elizabeth Street MELBOURNE VIC 3000,88,-37.8169723947,144.96412997115252,Melbourne (CBD)
105933,2023,The Irish Times,Gnd & Flr1 427 Little Collins Street MELBOURNE VIC 3000,170,-37.81625436476561,144.9605354565,Melbourne (CBD)
102161,2023,The Next Hotel Melbourne,103 Little Collins Street MELBOURNE VIC 3000,321,-37.81363930815,144.9706863215771,Melbourne (CBD)
101130,2023,The Carlton Hotel,"Levels 1,2 & 4 193-199 Bourke Street MELBOURNE VIC 3000",366,-37.81320441548179,144.9676457082,Melbourne (CBD)
105675,2023,Seamstress,113 Lonsdale Street MELBOURNE VIC 3000,160,-37.8105653381264,144.9690110808,Melbourne (CBD)
107987,2015,Banter Wine Bar,"Ground , 562 Queensberry Street NORTH MELBOURNE 3051",50,-37.802718662022784,144.94871248665,North Melbourne
106435,2016,The Trust,"Unit 1, 29 Market Street MELBOURNE 3000",350,-37.818646932212395,144.96042989133713,Melbourne (CBD)
105934,2016,Cafe De Tuscany,429 Little Collins Street MELBOURNE 3000,117,-37.816279944614735,144.9604614374315,Melbourne (CBD)
108977,2019,HiHou,"Level 1, 1 Spring Street MELBOURNE 3000",80,-37.814545339350005,144.97410115885282,Melbourne (CBD)
101218,2019,Fireflies Club,"Level 1, 118-122 Bourke Street MELBOURNE 3000",72,-37.81207458095632,144.96954824555002,Melbourne (CBD)
103993,2020,Waterside Hotel,Waterside Hotel 508-514 Flinders Street MELBOURNE VIC 3000,983,-37.82016599807918,144.9571504476,Melbourne (CBD)
104824,2021,Highlander Bar,11A Highlander Lane MELBOURNE VIC 3000,202,-37.81970313945506,144.95797023355,Melbourne (CBD)
109315,2010,Bunker Lounge Bar,"Unit 1, Basement , 407 Swanston Street MELBOURNE 3000",92,-37.8089556346,144.9631826685038,Melbourne (CBD)
101152,2012,High Fidelity,"Part Ground , 461 Bourke Street MELBOURNE 3000",500,-37.81549193254675,144.96017288029998,Melbourne (CBD)
102118,2016,Paloma,"Unit 4, Ground , 480 Collins Street MELBOURNE 3000",80,-37.817651578674486,144.95796258952458,Melbourne (CBD)
108991,2016,Elm's Family Hotel,Part 267-271 Spring Street MELBOURNE 3000,200,-37.808610073043155,144.97145390976615,Melbourne (CBD)
108642,2016,Commodity Cafe,"Part Ground , 499 St Kilda Road MELBOURNE 3004",150,-37.84331889873595,144.97908599467,Melbourne (Remainder)
102198,2019,Playground,"Basement , 22-26 Corrs Lane MELBOURNE 3000",50,-37.81099753385,144.968324247882,Melbourne (CBD)
101180,2023,The Douglas Club,472 Bourke Street MELBOURNE VIC 3000,50,-37.81486039782858,144.9595996598,Melbourne (CBD)
101206,2023,Heroes Bar,188 Bourke Street MELBOURNE VIC 3000,302,-37.81269719786064,144.9676138651,Melbourne (CBD)
101214,2023,FM Karaoke Bar,Pt Gnd & Levels 1-2 146 Bourke Street MELBOURNE VIC 3000,100,-37.812354270077144,144.96874244775,Melbourne (CBD)
105875,2023,Beneath Driver Lane,Basement 318 Little Bourke Street MELBOURNE VIC 3000,118,-37.81292588925007,144.96312748625002,Melbourne (CBD)
109952,2023,Manchuria,Level 1 7-9 Waratah Place MELBOURNE VIC 3000,80,-37.8116248871,144.96699031789075,Melbourne (CBD)
103507,2023,The Courthouse Hotel North Melbourne,Court House Hotel 86-90 Errol Street NORTH MELBOURNE VIC 3051,50,-37.802877740149995,144.94995536554424,North Melbourne
109643,2023,Life's Too Short Bar,"Shop 3, 166 Albert Street EAST MELBOURNE VIC 3002",40,-37.81004732904999,144.9856242014758,East Melbourne
110477,2023,Groove Live Bar and Terrace,"Shop 71, Ground 8 Whiteman Street SOUTHBANK VIC 3006",600,-37.8231615915,144.95833415319856,Southbank
